carat,color,clarity,cut,price
1.54,J,VS2,VERY GOOD,3910.00
1.64,J,SI1,IDEAL,3910.00
1.64,J,SI1,IDEAL,3910.00
1.64,J,SI1,IDEAL,3910.00
1.05,H,SI1,IDEAL,3910.00
1.05,H,SI1,VERY GOOD,3910.00
1.06,H,VS2,SUPER IDEAL,3910.00
1.64,J,SI1,IDEAL,3910.00
1.4,H,SI1,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.54,J,VS2,IDEAL,3910.00
1.6,J,SI1,SUPER IDEAL,3910.00
1.6,J,SI1,SUPER IDEAL,3910.00
1.14,I,VS1,IDEAL,3910.00
1.14,I,VS1,IDEAL,3910.00
1.01,H,VS1,IDEAL,3920.00
1.21,H,VVS2,IDEAL,3920.00
1.31,H,VS2,IDEAL,3920.00
1.07,E,SI2,IDEAL,3920.00
1.08,I,VVS2,SUPER IDEAL,3920.00
1.29,I,SI1,IDEAL,3920.00
1.64,J,SI1,SUPER IDEAL,3920.00
1.12,G,VS2,VERY GOOD,3920.00
1.03,G,VS1,SUPER IDEAL,3920.00
1.03,G,VS1,IDEAL,3920.00
1.38,H,SI1,IDEAL,3920.00
1.38,H,SI1,IDEAL,3920.00
1.05,G,VS1,IDEAL,3920.00
1.05,G,VS1,IDEAL,3920.00
1.15,H,VS2,IDEAL,3920.00
1.65,J,SI1,IDEAL,3930.00
1.55,J,VS2,IDEAL,3930.00
1.55,J,VS2,IDEAL,3930.00
1.55,J,VS2,IDEAL,3930.00
1.01,H,VS2,SUPER IDEAL,3930.00
1.65,J,SI1,IDEAL,3930.00
1.65,J,SI1,IDEAL,3930.00
1,H,VS1,VERY GOOD,3930.00
1.35,J,SI1,IDEAL,3930.00
1.41,I,VS1,IDEAL,3930.00
1.65,J,SI1,SUPER IDEAL,3930.00
1.03,H,VVS2,IDEAL,3930.00
1.05,I,VS2,IDEAL,3930.00
1.04,H,VS2,IDEAL,3930.00
1.28,G,SI1,SUPER IDEAL,3930.00
1.83,J,SI2,IDEAL,3940.00
1.07,H,VS1,SUPER IDEAL,3940.00
1.04,G,SI1,IDEAL,3940.00
1.07,H,VS1,IDEAL,3940.00
1.04,G,SI1,IDEAL,3940.00
1.04,G,SI1,SUPER IDEAL,3940.00
1.15,I,VS1,IDEAL,3940.00
1.15,I,VS1,IDEAL,3940.00
1.66,J,SI1,IDEAL,3950.00
1.56,J,VS2,IDEAL,3950.00
1.56,J,VS2,IDEAL,3950.00
1.56,J,VS2,IDEAL,3950.00
1.56,J,VS2,VERY GOOD,3950.00
1.56,J,VS2,IDEAL,3950.00
1.3,I,SI1,IDEAL,3950.00
1.56,J,VS2,IDEAL,3950.00
1.56,J,VS2,IDEAL,3950.00
1.66,J,SI1,IDEAL,3950.00
1.04,G,VS1,IDEAL,3950.00
1.13,G,VS2,SUPER IDEAL,3950.00
1.15,G,VS2,IDEAL,3950.00
1.15,G,VS2,IDEAL,3950.00
1.39,H,SI1,IDEAL,3950.00
1.19,I,VS2,IDEAL,3950.00
1.3,I,SI1,SUPER IDEAL,3950.00
1.5,J,VS2,GOOD,3960.00
1.5,J,VS2,IDEAL,3960.00
1.09,G,SI1,SUPER IDEAL,3960.00
1.5,J,VS2,IDEAL,3960.00
1.42,I,VS1,IDEAL,3960.00
1.66,J,SI1,SUPER IDEAL,3960.00
1.66,J,SI1,SUPER IDEAL,3960.00
1.2,H,VS1,IDEAL,3960.00
1.57,J,VS2,IDEAL,3970.00
1.67,J,SI1,IDEAL,3970.00
1.57,J,VS2,VERY GOOD,3970.00
1.57,J,VS2,IDEAL,3970.00
1.01,H,VS1,VERY GOOD,3970.00
1.57,J,VS2,IDEAL,3970.00
1.08,H,VS2,SUPER IDEAL,3970.00
1,G,VS2,VERY GOOD,3970.00
1.31,I,SI1,IDEAL,3970.00
1.67,J,SI1,VERY GOOD,3970.00
1.57,J,VS2,IDEAL,3970.00
1.67,J,SI1,IDEAL,3970.00
1.57,J,VS2,IDEAL,3970.00
1.39,J,VS2,SUPER IDEAL,3970.00
1.08,H,VS1,SUPER IDEAL,3970.00
1.05,G,SI1,SUPER IDEAL,3970.00
1.4,H,SI1,IDEAL,3970.00
1.4,H,SI1,IDEAL,3970.00
1.4,H,SI1,IDEAL,3970.00
1.04,H,VS1,VERY GOOD,3970.00
1.13,I,VS1,SUPER IDEAL,3970.00
1.51,J,VS2,IDEAL,3980.00
1.51,J,VS2,IDEAL,3980.00
1.51,J,VS2,IDEAL,3980.00
1,H,VS1,IDEAL,3980.00
1.5,I,SI2,VERY GOOD,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,VERY GOOD,3980.00
1.5,I,SI2,IDEAL,3980.00
1.02,D,VS1,VERY GOOD,3980.00
1.02,D,VS1,IDEAL,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,IDEAL,3980.00
1.5,I,SI2,VERY GOOD,3980.00
1.5,I,SI2,IDEAL,3980.00
1.14,G,VS2,IDEAL,3980.00
1.05,E,VS2,SUPER IDEAL,3980.00
1.07,I,VVS1,SUPER IDEAL,3990.00
1.68,J,SI1,IDEAL,3990.00
1.58,J,VS2,VERY GOOD,3990.00
1.68,J,SI1,VERY GOOD,3990.00
1.05,F,VS2,IDEAL,3990.00
1.05,G,VS1,IDEAL,3990.00
1.41,H,SI1,IDEAL,3990.00
1.52,J,VS2,IDEAL,4000.00
1.5,J,SI1,VERY GOOD,4000.00
1.01,H,VVS2,VERY GOOD,4000.00
1.5,J,SI1,IDEAL,4000.00
1.33,I,VS2,SUPER IDEAL,4000.00
1.15,H,VS2,IDEAL,4000.00
1.09,H,VS1,SUPER IDEAL,4000.00
1.06,H,VS2,IDEAL,4000.00
1.14,I,VS1,SUPER IDEAL,4000.00
1.69,J,SI1,IDEAL,4020.00
1.69,J,SI1,IDEAL,4020.00
1.69,J,SI1,IDEAL,4020.00
1.69,J,SI1,IDEAL,4020.00
1.09,H,VS2,IDEAL,4020.00
1.09,H,VS2,IDEAL,4020.00
1.14,I,VVS2,IDEAL,4020.00
1.14,I,VVS2,IDEAL,4020.00
1.14,I,VVS2,IDEAL,4020.00
1.51,I,SI2,IDEAL,4020.00
1.51,I,SI2,VERY GOOD,4020.00
1.51,I,SI2,IDEAL,4020.00
1.51,I,SI2,IDEAL,4020.00
1.51,I,SI2,IDEAL,4020.00
1.51,I,SI2,IDEAL,4020.00
1.51,I,SI2,IDEAL,4020.00
1.51,I,SI2,IDEAL,4020.00
1.51,I,SI2,IDEAL,4020.00
1.51,I,SI2,IDEAL,4020.00
1.69,J,SI1,VERY GOOD,4020.00
1.49,I,VS2,IDEAL,4020.00
1.1,G,VS1,IDEAL,4020.00
1.03,D,VS1,IDEAL,4020.00
1.03,D,VS1,IDEAL,4020.00
1.51,I,SI2,IDEAL,4020.00
1.68,J,SI1,SUPER IDEAL,4020.00
1.22,I,VS2,IDEAL,4020.00
1.53,J,VS2,IDEAL,4030.00
1.53,J,VS2,IDEAL,4030.00
1.59,J,VS2,IDEAL,4030.00
1.01,H,VS1,IDEAL,4030.00
1.01,H,VS1,IDEAL,4030.00
1.01,H,VS1,IDEAL,4030.00
1.01,I,VVS1,IDEAL,4030.00
1,H,VVS2,IDEAL,4030.00
1.18,I,SI1,SUPER IDEAL,4030.00
1.59,J,VS2,IDEAL,4030.00
1.5,J,VS1,GOOD,4030.00
1.31,H,SI1,SUPER IDEAL,4030.00
1.69,J,SI1,SUPER IDEAL,4030.00
1.7,J,SI1,IDEAL,4040.00
1,G,SI1,IDEAL,4040.00
1.08,G,VS2,IDEAL,4040.00
1,G,SI1,IDEAL,4040.00
1,G,SI1,IDEAL,4040.00
1.7,J,SI1,IDEAL,4040.00
1,G,SI1,VERY GOOD,4040.00
1.52,I,SI2,VERY GOOD,4040.00
1.52,I,SI2,IDEAL,4040.00
1.7,J,SI1,IDEAL,4040.00
1.7,J,SI1,VERY GOOD,4040.00
1.52,I,SI2,IDEAL,4040.00
1.52,I,SI2,IDEAL,4040.00
1.52,I,SI2,IDEAL,4040.00
1.52,I,SI2,VERY GOOD,4040.00
1.52,I,SI2,IDEAL,4040.00
1.52,I,SI2,IDEAL,4040.00
1.13,E,SI1,SUPER IDEAL,4040.00
1.1,H,VS2,IDEAL,4040.00
1,G,VS1,IDEAL,4040.00
1,F,VS2,IDEAL,4040.00
1.51,J,VS1,IDEAL,4050.00
1.6,J,VS2,IDEAL,4050.00
1.6,J,VS2,IDEAL,4050.00
1.51,J,VS1,IDEAL,4050.00
1.6,J,VS2,IDEAL,4050.00
1.51,J,VS1,IDEAL,4050.00
1.6,J,VS2,IDEAL,4050.00
1.6,J,VS2,IDEAL,4050.00
1.6,J,VS2,IDEAL,4050.00
1.06,D,SI1,SUPER IDEAL,4050.00
1.43,H,SI1,IDEAL,4050.00
1.54,J,VS2,IDEAL,4060.00
1.71,J,SI1,GOOD,4060.00
1.71,J,SI1,IDEAL,4060.00
1.71,J,SI1,IDEAL,4060.00
1,F,VS2,VERY GOOD,4060.00
1,G,VS1,VERY GOOD,4060.00
1.53,I,SI2,IDEAL,4060.00
1.71,J,SI1,IDEAL,4060.00
1.53,I,SI2,IDEAL,4060.00
1.53,I,SI2,IDEAL,4060.00
1.53,I,SI2,IDEAL,4060.00
1.71,J,SI1,IDEAL,4060.00
1.53,I,SI2,VERY GOOD,4060.00
1.71,J,SI1,IDEAL,4060.00
1.53,I,SI2,IDEAL,4060.00
1.53,I,SI2,IDEAL,4060.00
1.07,G,VS1,IDEAL,4060.00
1.07,F,VS2,IDEAL,4060.00
1.07,G,VS1,SUPER IDEAL,4060.00
1.01,D,VS2,VERY GOOD,4060.00
1.01,D,VS2,GOOD,4060.00
1.01,D,VS2,VERY GOOD,4060.00
1.01,D,VS2,GOOD,4060.00
1.01,G,VVS2,IDEAL,4060.00
1.01,D,VS2,IDEAL,4060.00
1.01,D,VS2,VERY GOOD,4060.00
1.01,D,VS2,VERY GOOD,4060.00
1.52,J,VS1,VERY GOOD,4070.00
1.61,J,VS2,IDEAL,4070.00
1.61,J,VS2,IDEAL,4070.00
1.61,J,VS2,IDEAL,4070.00
1.01,G,SI1,IDEAL,4070.00
1.61,J,VS2,IDEAL,4070.00
1.52,J,VS1,IDEAL,4070.00
1.01,G,SI1,VERY GOOD,4070.00
1.61,J,VS2,IDEAL,4070.00
1.01,G,SI1,VERY GOOD,4070.00
1.01,G,VS2,IDEAL,4070.00
1,H,VVS2,VERY GOOD,4070.00
1.37,J,VVS2,VERY GOOD,4070.00
1.03,D,VS2,IDEAL,4070.00
1.32,G,SI1,IDEAL,4070.00
1.32,G,SI1,IDEAL,4070.00
1.16,I,VS1,SUPER IDEAL,4070.00
1.72,J,SI1,VERY GOOD,4080.00
1.55,J,VS2,IDEAL,4080.00
1.55,J,VS2,IDEAL,4080.00
1.55,J,VS2,IDEAL,4080.00
1.72,J,SI1,IDEAL,4080.00
1.54,I,SI2,IDEAL,4080.00
1.54,I,SI2,IDEAL,4080.00
1.72,J,SI1,IDEAL,4080.00
1.54,I,SI2,VERY GOOD,4080.00
1.72,J,SI1,IDEAL,4080.00
1.08,G,SI1,SUPER IDEAL,4080.00
1.08,H,VS2,IDEAL,4080.00
1.08,H,VS2,IDEAL,4080.00
1.53,J,VS1,IDEAL,4090.00
1.53,J,VS1,IDEAL,4090.00
1.53,J,VS1,IDEAL,4090.00
1.62,J,VS2,IDEAL,4090.00
1.62,J,VS2,IDEAL,4090.00
1.53,J,VS1,IDEAL,4090.00
1.53,J,VS1,VERY GOOD,4090.00
1.53,J,VS1,VERY GOOD,4090.00
1.43,I,VVS2,IDEAL,4090.00
1.62,J,VS2,VERY GOOD,4090.00
1.09,F,VVS2,IDEAL,4090.00
1.08,F,VS2,SUPER IDEAL,4090.00
1.12,D,VS2,IDEAL,4090.00
1.04,D,VS1,IDEAL,4090.00
1.02,G,VVS2,SUPER IDEAL,4090.00
1.56,J,VS2,VERY GOOD,4100.00
1.73,J,SI1,IDEAL,4100.00
1.11,H,SI1,IDEAL,4100.00
1.02,G,VS2,IDEAL,4100.00
1.27,I,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,VERY GOOD,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,VERY GOOD,4100.00
1.5,J,VS2,VERY GOOD,4100.00
1.5,J,VS2,VERY GOOD,4100.00
1.5,J,VS2,IDEAL,4100.00
1.73,J,SI1,IDEAL,4100.00
1.5,J,VS2,VERY GOOD,4100.00
1.5,J,VS2,IDEAL,4100.00
1.73,J,SI1,IDEAL,4100.00
1.5,J,VS2,VERY GOOD,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,IDEAL,4100.00
1.5,J,VS2,VERY GOOD,4100.00
1.12,H,VS1,SUPER IDEAL,4100.00
1.01,D,VS2,IDEAL,4100.00
1.33,G,SI1,IDEAL,4100.00
1.03,D,VS2,IDEAL,4100.00
1.06,H,VS1,IDEAL,4100.00
0.9,D,VVS2,GOOD,4100.00
1.63,J,VS2,VERY GOOD,4110.00
1.63,J,VS2,IDEAL,4110.00
1.63,J,VS2,IDEAL,4110.00
1.63,J,VS2,IDEAL,4110.00
1.31,G,VS2,IDEAL,4110.00
1.55,I,SI2,IDEAL,4110.00
1.09,G,SI1,SUPER IDEAL,4110.00
1.09,G,SI1,SUPER IDEAL,4110.00
1.02,F,SI1,IDEAL,4110.00
1.06,H,VS2,SUPER IDEAL,4110.00
1.54,J,VS1,IDEAL,4130.00
1.54,J,VS1,IDEAL,4130.00
1.01,H,VS1,SUPER IDEAL,4130.00
1.01,H,VS2,VERY GOOD,4130.00
1,H,VVS2,IDEAL,4130.00
1.51,J,VS2,IDEAL,4130.00
1.51,J,VS2,IDEAL,4130.00
1.74,J,SI1,IDEAL,4130.00
1.74,J,SI1,IDEAL,4130.00
1.07,E,VS2,IDEAL,4130.00
1.25,H,VS1,IDEAL,4130.00
1.13,D,VS2,SUPER IDEAL,4130.00
1.01,G,VVS2,SUPER IDEAL,4130.00
1.64,J,VS2,IDEAL,4140.00
1.64,J,VS2,IDEAL,4140.00
1.64,J,VS2,IDEAL,4140.00
1.4,J,VS2,IDEAL,4140.00
1.03,H,VVS2,IDEAL,4140.00
1.56,I,SI2,IDEAL,4140.00
1.56,I,SI2,IDEAL,4140.00
1.11,G,VVS2,IDEAL,4140.00
1.03,D,VS2,VERY GOOD,4140.00
1.04,H,VS1,IDEAL,4140.00
1.04,H,VS1,IDEAL,4140.00
1.07,H,VS1,IDEAL,4140.00
1.55,J,VS1,IDEAL,4150.00
1.03,G,SI1,SUPER IDEAL,4150.00
1.03,G,SI1,IDEAL,4150.00
1.01,D,VS2,IDEAL,4150.00
1.03,G,VS2,VERY GOOD,4150.00
1.55,J,VS1,IDEAL,4150.00
1.75,J,SI1,IDEAL,4150.00
1.75,J,SI1,VERY GOOD,4150.00
1.75,J,SI1,VERY GOOD,4150.00
1.01,D,VS1,IDEAL,4150.00
1.51,J,VVS2,IDEAL,4160.00
1.65,J,VS2,IDEAL,4160.00
1.65,J,VS2,IDEAL,4160.00
1.51,J,VVS2,IDEAL,4160.00
1.25,I,VS1,IDEAL,4160.00
1.25,I,VS1,IDEAL,4160.00
1.65,J,VS2,IDEAL,4160.00
1.03,F,SI1,SUPER IDEAL,4160.00
1.14,H,VS2,IDEAL,4160.00
1.12,G,VVS2,SUPER IDEAL,4160.00
1.56,J,VS1,IDEAL,4170.00
1.56,J,VS1,VERY GOOD,4170.00
1.56,J,VS1,IDEAL,4170.00
1.56,J,VS1,VERY GOOD,4170.00
1.56,J,VS1,IDEAL,4170.00
1.56,J,VS1,IDEAL,4170.00
1.01,H,VVS2,SUPER IDEAL,4170.00
1.01,H,VVS2,IDEAL,4170.00
1.76,J,SI1,IDEAL,4170.00
1.1,G,VS1,SUPER IDEAL,4170.00
1.06,D,VS1,IDEAL,4170.00
1.28,D,SI1,IDEAL,4170.00
1.08,H,VS1,SUPER IDEAL,4170.00
1.02,G,VVS2,IDEAL,4170.00
1.66,J,VS2,IDEAL,4180.00
1.66,J,VS2,IDEAL,4180.00
1.66,J,VS2,IDEAL,4180.00
1.5,J,VS1,VERY GOOD,4180.00
1.5,J,VS1,VERY GOOD,4180.00
1.71,I,SI2,VERY GOOD,4180.00
1.04,G,VS2,IDEAL,4180.00
1.04,G,VS2,IDEAL,4180.00
1.11,I,VVS1,SUPER IDEAL,4180.00
1.52,J,VVS2,IDEAL,4180.00
1.58,I,SI2,IDEAL,4180.00
1.58,I,SI2,IDEAL,4180.00
1.14,H,VS1,SUPER IDEAL,4180.00
1.14,H,VS2,IDEAL,4180.00
1.04,G,VS2,VERY GOOD,4180.00
1.04,G,VS2,SUPER IDEAL,4180.00
1.57,J,VS1,IDEAL,4190.00
1.57,J,VS1,VERY GOOD,4190.00
1.57,J,VS1,IDEAL,4190.00
1.16,I,VVS2,SUPER IDEAL,4190.00
1.14,H,VS2,SUPER IDEAL,4190.00
1.42,J,VS2,IDEAL,4190.00
1.57,J,VS1,VERY GOOD,4190.00
1.21,H,SI1,IDEAL,4190.00
1.67,J,VS2,IDEAL,4200.00
1.67,J,VS2,IDEAL,4200.00
1.6,J,VS2,IDEAL,4200.00
1.59,I,SI2,IDEAL,4200.00
1.11,G,VS1,SUPER IDEAL,4200.00
1.23,G,VS2,IDEAL,4200.00
1.78,J,SI1,IDEAL,4210.00
1,H,SI1,VERY GOOD,4210.00
1,H,SI1,VERY GOOD,4210.00
1.14,H,SI1,SUPER IDEAL,4210.00
1.16,I,VS2,VERY GOOD,4210.00
1.78,J,SI1,IDEAL,4210.00
1.78,J,SI1,IDEAL,4210.00
1.31,I,VS2,IDEAL,4220.00
1.27,I,VS1,IDEAL,4220.00
1.68,J,VS2,IDEAL,4240.00
1.54,J,VVS2,IDEAL,4240.00
1.54,J,VVS2,IDEAL,4240.00
1.68,J,VS2,IDEAL,4240.00
1.79,J,SI1,IDEAL,4240.00
1.68,J,VS2,IDEAL,4240.00
1.79,J,SI1,IDEAL,4240.00
1.05,G,VS1,SUPER IDEAL,4240.00
1.59,J,VS1,IDEAL,4250.00
1.59,J,VS1,IDEAL,4250.00
1.59,J,VS1,IDEAL,4250.00
1.07,E,VVS1,IDEAL,4250.00
1.04,H,VS1,SUPER IDEAL,4250.00
1.04,H,VS1,SUPER IDEAL,4250.00
1.04,H,VS1,SUPER IDEAL,4250.00
1.07,H,VS1,IDEAL,4250.00
1.69,J,VS2,IDEAL,4260.00
1.69,J,VS2,IDEAL,4260.00
1.06,G,SI1,IDEAL,4260.00
1.23,H,SI1,SUPER IDEAL,4260.00
1.6,J,VS1,IDEAL,4270.00
1.53,J,VS1,IDEAL,4270.00
1.6,J,VS1,IDEAL,4270.00
1.18,G,SI1,SUPER IDEAL,4270.00
1,H,VVS1,SUPER IDEAL,4270.00
1.1,D,VS1,IDEAL,4270.00
1.54,J,SI1,SUPER IDEAL,4270.00
1.25,G,VS2,IDEAL,4270.00
1.01,D,VS1,IDEAL,4270.00
1.7,J,VS2,IDEAL,4280.00
1.7,J,VS2,IDEAL,4280.00
1.4,J,VS1,IDEAL,4280.00
1.57,J,VS2,IDEAL,4280.00
1.57,J,VS2,IDEAL,4280.00
1.7,J,VS2,VERY GOOD,4280.00
1.62,I,SI2,IDEAL,4280.00
1.56,J,VVS2,IDEAL,4280.00
1.61,J,VS1,IDEAL,4290.00
1.61,J,VS1,IDEAL,4290.00
1,F,SI1,IDEAL,4290.00
1,F,SI1,VERY GOOD,4290.00
1,F,SI1,IDEAL,4290.00
1,F,SI1,GOOD,4290.00
1,H,VS1,VERY GOOD,4290.00
1,F,SI1,IDEAL,4290.00
1,G,VS1,VERY GOOD,4290.00
1.17,I,VVS1,IDEAL,4290.00
1.04,H,VVS2,IDEAL,4290.00
1.5,I,SI1,VERY GOOD,4290.00
1.5,I,SI1,VERY GOOD,4290.00
1.5,I,SI1,IDEAL,4290.00
1.5,I,SI1,IDEAL,4290.00
1.5,I,SI1,IDEAL,4290.00
1.5,I,SI1,IDEAL,4290.00
1.5,I,SI1,IDEAL,4290.00
1.5,I,SI1,IDEAL,4290.00
1.5,I,SI1,IDEAL,4290.00
1.5,I,SI1,IDEAL,4290.00
1.5,I,SI1,VERY GOOD,4290.00
1.5,I,SI1,VERY GOOD,4290.00
1.5,I,SI1,IDEAL,4290.00
1.71,J,VS2,IDEAL,4300.00
1.71,J,VS2,IDEAL,4300.00
1.71,J,VS2,IDEAL,4300.00
1.63,I,SI2,IDEAL,4300.00
1.7,J,VS2,IDEAL,4300.00
1.16,G,VS1,IDEAL,4300.00
1.14,G,VS1,IDEAL,4310.00
1.05,D,VVS2,IDEAL,4310.00
1.3,I,VS1,IDEAL,4310.00
1.62,J,VS1,IDEAL,4320.00
1.62,J,VS1,IDEAL,4320.00
1.62,J,VS1,IDEAL,4320.00
1.72,J,VS2,IDEAL,4320.00
1.72,J,VS2,IDEAL,4320.00
1.02,H,VVS2,SUPER IDEAL,4320.00
1.02,H,VVS2,SUPER IDEAL,4320.00
1.72,J,VS2,VERY GOOD,4320.00
1.18,H,VS1,IDEAL,4320.00
1.25,H,SI1,IDEAL,4320.00
1.09,H,VS1,IDEAL,4320.00
1.09,H,VS1,SUPER IDEAL,4320.00
1.09,H,VS1,IDEAL,4320.00
1.01,H,VS1,IDEAL,4330.00
1.01,F,SI1,IDEAL,4330.00
1.08,G,VS2,IDEAL,4330.00
1.5,J,VS1,VERY GOOD,4330.00
1.5,J,VS1,IDEAL,4330.00
1.52,I,SI1,IDEAL,4330.00
1.5,J,VS1,IDEAL,4330.00
1.5,J,VS1,VERY GOOD,4330.00
1.5,J,VS1,IDEAL,4330.00
1.41,G,SI1,IDEAL,4330.00
1.41,G,SI1,IDEAL,4330.00
1.08,G,VS2,SUPER IDEAL,4330.00
1.14,F,VVS2,IDEAL,4330.00
1.73,J,VS2,IDEAL,4350.00
1.63,J,VS1,IDEAL,4350.00
1.73,J,VS2,IDEAL,4350.00
1.63,J,VS1,IDEAL,4350.00
1.56,J,VS1,IDEAL,4350.00
1.73,J,VS2,IDEAL,4350.00
1.73,J,VS2,IDEAL,4350.00
1.01,F,VS1,SUPER IDEAL,4350.00
1.17,G,VVS2,IDEAL,4350.00
1.01,F,VS1,IDEAL,4350.00
1.01,F,VS1,SUPER IDEAL,4350.00
1.07,D,VS2,IDEAL,4350.00
1.07,D,VS2,IDEAL,4350.00
1.09,H,SI1,VERY GOOD,4360.00
1.51,J,VS1,IDEAL,4360.00
1.28,I,VS1,IDEAL,4360.00
1.06,G,VS2,SUPER IDEAL,4370.00
1.02,F,SI1,IDEAL,4370.00
1.09,G,SI1,VERY GOOD,4370.00
1.02,F,SI1,IDEAL,4370.00
1.09,G,SI1,IDEAL,4370.00
1.02,F,SI1,VERY GOOD,4370.00
1.64,J,VS1,IDEAL,4370.00
1.64,J,VS1,IDEAL,4370.00
1.28,G,VS2,IDEAL,4370.00
1.4,H,VS2,IDEAL,4370.00
1.09,G,VS2,SUPER IDEAL,4370.00
1.52,J,SI1,IDEAL,4380.00
1.67,J,VS2,IDEAL,4380.00
1.51,H,SI2,SUPER IDEAL,4380.00
1.18,G,VS1,IDEAL,4380.00
1.65,J,VS1,IDEAL,4390.00
1.65,J,VS1,IDEAL,4390.00
1.65,J,VS1,IDEAL,4390.00
1.75,J,VS2,IDEAL,4390.00
1.54,I,SI1,IDEAL,4390.00
1.58,J,VS1,IDEAL,4400.00
1.07,H,VVS2,IDEAL,4400.00
1.07,H,VVS2,IDEAL,4400.00
1.07,H,VVS2,IDEAL,4400.00
1.07,H,VVS2,IDEAL,4400.00
1.4,I,VS1,IDEAL,4400.00
1.33,D,SI2,SUPER IDEAL,4400.00
1.41,H,VS2,IDEAL,4400.00
1.43,G,SI1,IDEAL,4400.00
1.11,H,VS1,IDEAL,4400.00
1.11,H,VS1,IDEAL,4400.00
1.08,H,VS1,SUPER IDEAL,4400.00
1.08,H,VS1,SUPER IDEAL,4400.00
1.08,G,VVS2,SUPER IDEAL,4400.00
1.61,J,VVS2,IDEAL,4410.00
1.03,H,VS1,IDEAL,4410.00
1.1,G,SI1,VERY GOOD,4410.00
1.66,J,VS1,VERY GOOD,4420.00
1.66,J,VS1,IDEAL,4420.00
1.66,J,VS1,IDEAL,4420.00
1.03,F,VS1,SUPER IDEAL,4420.00
1.03,D,VS1,IDEAL,4420.00
1.63,J,VS2,IDEAL,4430.00
1.12,F,VS1,SUPER IDEAL,4430.00
1.12,H,VS1,IDEAL,4430.00
1.67,J,VS1,IDEAL,4440.00
1.77,J,VS2,IDEAL,4440.00
1.34,H,SI1,SUPER IDEAL,4440.00
1.04,F,SI1,IDEAL,4440.00
1.67,J,VS1,IDEAL,4440.00
1,E,SI1,VERY GOOD,4440.00
1.08,H,VVS2,IDEAL,4440.00
1.09,H,VS2,SUPER IDEAL,4440.00
1.05,H,VVS2,SUPER IDEAL,4440.00
1.02,F,VS2,IDEAL,4440.00
1.56,I,SI1,IDEAL,4440.00
1.11,G,VVS2,IDEAL,4440.00
1,D,VS1,IDEAL,4440.00
1.6,J,VS1,IDEAL,4460.00
0.9,D,VVS1,GOOD,4460.00
1.27,I,VVS2,IDEAL,4460.00
0.95,D,VVS1,VERY GOOD,4460.00
1.05,D,SI1,IDEAL,4460.00
1.22,H,VS2,IDEAL,4470.00
1.78,J,VS2,IDEAL,4470.00
1.57,I,SI1,VERY GOOD,4470.00
1.36,H,VS1,IDEAL,4470.00
1.35,H,SI1,SUPER IDEAL,4480.00
1.16,D,VS1,IDEAL,4480.00
1.7,I,SI2,IDEAL,4480.00
1.78,J,VS2,SUPER IDEAL,4480.00
1.12,D,VS2,SUPER IDEAL,4480.00
1.1,G,VVS2,SUPER IDEAL,4480.00
1.69,J,VS1,IDEAL,4490.00
1.69,J,VS1,IDEAL,4490.00
1.69,J,SI1,IDEAL,4490.00
1.03,F,VS2,IDEAL,4490.00
1.05,F,SI1,IDEAL,4490.00
1.01,E,SI1,VERY GOOD,4490.00
1.09,H,VVS2,IDEAL,4490.00
1.21,G,VVS2,SUPER IDEAL,4490.00
1.3,H,SI1,IDEAL,4490.00
1.5,I,VS2,IDEAL,4500.00
1.5,I,VS2,IDEAL,4500.00
1.01,D,VVS2,VERY GOOD,4500.00
1.01,D,VVS2,VERY GOOD,4500.00
1.5,I,VS2,GOOD,4500.00
1.62,J,VS1,IDEAL,4500.00
